totalHandlingTime, ServerName, requestNum, timeFinishedCalc, numToCalc, timeRequestReceived, timeStartedCalc, 
0.000324011, server4,66515,1537713858,48701,1537713858,1537713858, 
0.000344992, server2,66288,1537713859,71453,1537713859,1537713859, 
0.000356197, server0,66729,1537713859,60940,1537713859,1537713859, 
0.00031805, server1,66402,1537713859,94916,1537713859,1537713859, 
0.000178099, server3,65963,1537713859,96497,1537713859,1537713859, 
0.000229836, server3,65975,1537713860,51009,1537713860,1537713860, 
0.000314951, server4,66620,1537713860,96776,1537713860,1537713860, 
0.0003829, server1,66464,1537713860,21126,1537713860,1537713860, 
0.000257969, server3,66029,1537713861,19222,1537713861,1537713861, 
0.000484943, server2,66431,1537713861,18718,1537713861,1537713861, 
0.000424147, server0,66877,1537713861,72054,1537713861,1537713861, 
0.000313997, server3,66095,1537713862,45253,1537713862,1537713862, 
0.000795841, server0,66919,1537713862,31624,1537713862,1537713862, 
0.000335932, server2,66518,1537713862,68885,1537713862,1537713862, 
0.000641823, server2,66536,1537713863,84997,1537713863,1537713863, 
0.000355005, server1,66632,1537713864,56240,1537713864,1537713864, 
0.000379801, server2,66583,1537713864,58056,1537713864,1537713864, 
0.000308037, server1,66680,1537713865,50330,1537713865,1537713865, 
0.00059104, server1,66701,1537713865,24011,1537713865,1537713865, 
0.00016284, server1,66724,1537713865,25538,1537713865,1537713865, 
0.000211954, server2,66669,1537713866,71927,1537713866,1537713866, 
0.000238895, server1,66766,1537713866,33194,1537713866,1537713866, 
0.000466824, server0,67134,1537713867,42665,1537713867,1537713867, 
0.000209093, server1,66806,1537713867,56615,1537713867,1537713867, 
0.000314951, server2,66742,1537713867,75552,1537713867,1537713867, 
0.000334024, server1,66833,1537713867,90849,1537713867,1537713867, 
0.000592947, server0,67197,1537713868,99687,1537713868,1537713868, 
0.003673077, server3,66417,1537713868,99300,1537713868,1537713868, 
0.000354052, server4,67059,1537713868,67823,1537713868,1537713868, 
0.000324011, server2,66829,1537713868,15263,1537713868,1537713868, 
0.000641823, server2,66848,1537713869,33750,1537713869,1537713869, 
0.000286818, server3,66488,1537713869,73957,1537713869,1537713869, 
0.000368834, server4,67137,1537713869,43126,1537713869,1537713869, 
0.000389099, server1,66994,1537713870,46882,1537713870,1537713870, 
0.000386953, server2,66936,1537713870,86088,1537713870,1537713870, 
0.000315189, server1,67035,1537713871,25228,1537713871,1537713871, 
0.00027895, server4,67232,1537713871,26629,1537713871,1537713871, 
0.000320911, server0,67424,1537713871,51273,1537713871,1537713871, 
0.000271082, server1,67091,1537713872,66084,1537713872,1537713872, 
0.000843048, server2,67039,1537713872,64091,1537713872,1537713872, 
0.00058794, server4,67307,1537713872,89884,1537713872,1537713872, 
0.000291109, server1,67153,1537713873,44092,1537713873,1537713873, 
0.000223875, server0,67521,1537713873,14530,1537713873,1537713873, 
0.007750988, server2,67126,1537713874,24631,1537713874,1537713874, 
0.003106117, server1,67226,1537713874,74632,1537713874,1537713874, 
0.000397921, server1,67247,1537713874,19000,1537713874,1537713874, 
0.000298023, server2,67185,1537713874,80955,1537713874,1537713874, 
0.000342131, server4,67446,1537713875,97292,1537713875,1537713875, 
0.000344992, server2,67212,1537713876,97328,1537713876,1537713876, 
0.00017786, server0,67652,1537713876,62666,1537713876,1537713876, 
0.000468969, server2,67254,1537713876,20223,1537713876,1537713876, 
0.000271082, server1,67352,1537713877,72266,1537713877,1537713877, 
0.000262022, server4,67549,1537713877,69362,1537713877,1537713877, 
0.00029397, server0,67747,1537713878,28889,1537713878,1537713878, 
0.00030899, server1,67420,1537713878,50975,1537713878,1537713878, 
0.000402927, server4,67617,1537713878,21771,1537713878,1537713878, 
0.000287056, server2,67394,1537713879,76492,1537713879,1537713879, 
0.000370979, server4,67668,1537713879,75746,1537713879,1537713879, 
0.000313997, server2,67438,1537713880,68643,1537713880,1537713880, 
0.000322104, server2,67458,1537713880,19582,1537713880,1537713880, 
0.000328064, server3,67101,1537713880,61461,1537713880,1537713880, 
0.000341892, server0,67922,1537713881,40343,1537713881,1537713881, 
0.000505924, server1,67600,1537713881,81350,1537713881,1537713881, 
0.00030899, server1,67617,1537713881,82896,1537713881,1537713881, 
0.000385046, server1,67642,1537713882,61346,1537713882,1537713882, 
0.000521898, server1,67666,1537713882,97600,1537713882,1537713882, 
0.000481844, server4,67859,1537713882,24457,1537713882,1537713882, 
0.00143981, server0,68059,1537713883,30513,1537713883,1537713883, 
0.00171113, server2,67659,1537713883,66288,1537713883,1537713883, 
0.000292063, server0,68098,1537713884,45017,1537713884,1537713884, 
0.000564098, server0,68117,1537713884,66023,1537713884,1537713884, 
0.000267029, server4,67965,1537713884,92651,1537713884,1537713884, 
0.00061202, server4,67982,1537713885,57200,1537713885,1537713885, 
0.000349045, server1,67837,1537713885,48727,1537713885,1537713885, 
0.001136065, server4,68032,1537713885,35993,1537713885,1537713885, 
0.000377893, server0,68225,1537713886,71308,1537713886,1537713886, 
0.000319004, server2,67828,1537713886,28723,1537713886,1537713886, 
0.000194073, server3,67468,1537713887,16799,1537713886,1537713887, 
0.000431776, server3,67489,1537713887,79124,1537713887,1537713887, 
0.000308037, server0,68311,1537713887,29309,1537713887,1537713887, 
0.000328064, server1,67989,1537713888,58273,1537713888,1537713888, 
0.000216007, server0,68357,1537713888,80474,1537713888,1537713888, 
0.000383854, server0,68374,1537713889,30891,1537713889,1537713889, 
0.000209808, server3,67591,1537713889,63264,1537713889,1537713889, 
0.000265121, server0,68415,1537713890,84686,1537713890,1537713890, 
0.00039196, server0,68436,1537713890,71833,1537713890,1537713890, 
0.000275135, server1,68112,1537713891,48726,1537713891,1537713891, 
0.000460148, server0,68478,1537713891,30848,1537713891,1537713891, 
0.000319004, server4,68328,1537713891,30640,1537713891,1537713891, 
0.000200987, server4,68348,1537713892,29227,1537713892,1537713892, 
0.000353813, server0,68541,1537713892,83149,1537713892,1537713892, 
0.000474215, server0,68560,1537713892,92012,1537713892,1537713892, 
0.0012362, server0,68579,1537713893,43988,1537713893,1537713893, 
0.000427008, server0,68599,1537713893,84553,1537713893,1537713893, 
0.00229907, server3,67817,1537713893,57350,1537713893,1537713893, 
0.000427008, server1,68290,1537713894,42176,1537713894,1537713894, 
0.000545025, server1,68307,1537713894,31414,1537713894,1537713894, 
0.000164032, server4,68502,1537713894,19454,1537713894,1537713894, 
0.000405073, server2,68275,1537713895,65128,1537713895,1537713895, 
0.0003438, server4,68546,1537713895,60641,1537713895,1537713895, 
0.000219107, server1,68394,1537713895,66818,1537713895,1537713895, 
0.000241995, server3,67960,1537713896,20778,1537713896,1537713896, 
0.0002141, server2,68353,1537713896,66350,1537713896,1537713896, 
0.000187159, server1,68446,1537713896,72746,1537713896,1537713896, 
0.000314951, server0,68816,1537713897,41916,1537713897,1537713897, 
0.000540972, server1,68496,1537713897,52871,1537713897,1537713897, 
0.000298977, server0,68865,1537713897,44348,1537713897,1537713897, 
0.000522137, server1,68542,1537713898,76108,1537713898,1537713898, 
0.001518965, server3,68105,1537713898,51970,1537713898,1537713898, 
0.000290871, server3,68127,1537713898,16964,1537713898,1537713898, 
0.000339031, server1,68606,1537713899,27292,1537713899,1537713899, 
0.000319958, server4,68796,1537713899,82678,1537713899,1537713899, 
0.000253916, server0,68988,1537713900,18825,1537713900,1537713900, 
0.000363111, server2,68591,1537713900,95886,1537713900,1537713900, 
0.000182152, server2,68612,1537713900,85369,1537713900,1537713900, 
0.000518084, server4,68873,1537713900,32546,1537713900,1537713900, 
0.000375032, server0,69065,1537713901,26452,1537713901,1537713901, 
